"CORP","NAME","SCHL","NAME_1","GR3","GR4","GR5","GR6","GR7","GR8"
2260,"Baugo Community Schools",1703,"Jimtown Junior High School",0,0,0,0,148,140
2260,"Baugo Community Schools",1705,"Jimtown Elementary School",0,0,0,0,0,0
2260,"Baugo Community Schools",1707,"Jimtown Intermediate School",151,166,132,170,0,0
2270,"Concord Community Schools",1713,"Concord Junior High School",0,0,0,0,442,416
2270,"Concord Community Schools",1715,"Concord Community High School",0,0,0,0,0,0
2270,"Concord Community Schools",1718,"Concord Intermediate School",1,5,393,345,2,0
2270,"Concord Community Schools",1721,"Concord East Side Elem School",103,89,0,0,0,0
2270,"Concord Community Schools",1723,"Concord Ox-Bow Elementary Sch",107,78,0,0,0,0
2270,"Concord Community Schools",1725,"Concord South Side Elem School",77,87,0,0,0,0
2270,"Concord Community Schools",1729,"Concord West Side Elem School",82,82,0,0,0,0
2275,"Middlebury Community Schools",1656,"Jefferson Elementary School",107,0,0,0,0,0
2275,"Middlebury Community Schools",1657,"Northridge Middle School",0,1,1,321,352,352
2275,"Middlebury Community Schools",1697,"York Elementary School",69,0,0,0,0,0
2275,"Middlebury Community Schools",1731,"Heritage Intermediate School",0,351,328,0,0,0
2275,"Middlebury Community Schools",1732,"Middlebury Elementary School",71,0,0,0,0,0
2275,"Middlebury Community Schools",1733,"Northridge High School",0,0,0,0,0,0
2275,"Middlebury Community Schools",1734,"Orchard View Sch",87,1,0,0,0,0
2285,"Wa-Nee Community Schools",1669,"North Wood Middle School",0,0,1,245,250,243
2285,"Wa-Nee Community Schools",1735,"Wakarusa Elementary School",95,91,81,0,0,0
2285,"Wa-Nee Community Schools",1737,"North Wood High School",0,0,0,0,0,0
2285,"Wa-Nee Community Schools",1743,"Nappanee Elementary School",66,58,69,0,0,0
2285,"Wa-Nee Community Schools",1747,"Woodview Elementary School",89,73,72,0,0,0
2305,"Elkhart Community Schools",1617,"Cleveland Elementary School",85,108,79,75,0,0
2305,"Elkhart Community Schools",1673,"Osolo Elementary School",62,67,63,71,0,0
2305,"Elkhart Community Schools",1679,"Eastwood Elementary School",67,58,65,72,0,0
2305,"Elkhart Community Schools",1681,"Mary Feeser Elementary School",75,71,73,90,0,0
2305,"Elkhart Community Schools",1693,"Bristol Elementary School",76,76,76,45,0,0
2305,"Elkhart Community Schools",1749,"Elkhart Central High School",0,0,0,0,0,0
2305,"Elkhart Community Schools",1750,"Elkhart Memorial High School",0,0,0,0,0,0
2305,"Elkhart Community Schools",1753,"North Side Middle School",0,0,0,0,320,326
2305,"Elkhart Community Schools",1761,"West Side Middle School",0,0,0,0,331,300
2305,"Elkhart Community Schools",1763,"Pierre Moran Middle School",0,0,0,0,277,331
2305,"Elkhart Community Schools",1765,"Beardsley Elementary School",76,57,54,49,0,0
2305,"Elkhart Community Schools",1769,"Mary Beck Elementary School",73,62,50,54,0,0
2305,"Elkhart Community Schools",1773,"Mary Daly Elementary School",78,83,60,75,0,0
2305,"Elkhart Community Schools",1777,"Hawthorne Elementary School",80,57,67,57,0,0
2305,"Elkhart Community Schools",1785,"Pinewood Elementary School",107,103,100,103,0,0
2305,"Elkhart Community Schools",1789,"Monger Elementary School",64,46,49,49,0,0
2305,"Elkhart Community Schools",1797,"Riverview Elementary School",50,43,47,47,0,0
2305,"Elkhart Community Schools",1801,"Roosevelt Elementary School",93,67,61,61,0,0
2305,"Elkhart Community Schools",1817,"Woodland Elementary School",55,50,50,49,0,0
2315,"Goshen Community Schools",1629,"Goshen Middle School",0,0,0,494,531,504
2315,"Goshen Community Schools",1633,"Model Elementary School",99,85,88,0,0,0
2315,"Goshen Community Schools",1641,"Waterford Elementary School",86,56,63,0,0,0
2315,"Goshen Community Schools",1821,"Goshen High School",0,0,0,0,0,0
2315,"Goshen Community Schools",1829,"Chamberlain Elementary School",66,56,63,0,0,0
2315,"Goshen Community Schools",1833,"Chandler Elementary School",80,88,78,0,0,0
2315,"Goshen Community Schools",1843,"Parkside Elementary School",70,59,52,0,0,0
2315,"Goshen Community Schools",1847,"Prairie View Elementary School",71,73,77,1,0,0
2315,"Goshen Community Schools",1849,"West Goshen Elementary School",76,68,53,0,0,0
2395,"Fayette County School Corp",1869,"Everton Elementary School",41,37,31,46,0,0
2395,"Fayette County School Corp",1889,"Connersville Sr High School",0,0,0,0,0,0
2395,"Fayette County School Corp",1895,"Connersville Middle School",0,0,0,0,324,284
2395,"Fayette County School Corp",1897,"Eastview Elementary School",41,42,52,48,0,0
2395,"Fayette County School Corp",1909,"Frazee Elementary School",47,44,49,52,0,0
2395,"Fayette County School Corp",1913,"Grandview Elementary School",56,44,46,47,0,0
2395,"Fayette County School Corp",1917,"Maplewood Elementary School",38,45,38,40,0,0
2395,"Fayette County School Corp",1921,"Fayette Central Elementary",45,52,50,39,0,0
2400,"New Albany-Floyd Co Con Sch",1925,"New Albany Senior High School",0,0,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1929,"Georgetown Elementary School",109,119,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1930,"Floyd Central High School",0,0,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1931,"Highland Hills Middle School",0,0,362,368,389,397
2400,"New Albany-Floyd Co Con Sch",1933,"Hazelwood Middle School",0,0,232,235,241,254
2400,"New Albany-Floyd Co Con Sch",1937,"Nathaniel Scribner Middle School",0,0,194,188,241,227
2400,"New Albany-Floyd Co Con Sch",1943,"Slate Run Elementary School",64,61,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1949,"Fairmont Elementary School",62,63,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1953,"Greenville Elementary School",67,84,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1957,"Grant Line School",129,105,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1961,"Green Valley Elementary Sch",67,63,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1966,"Floyds Knobs Elementary School",147,132,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1974,"Mount Tabor School",141,130,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1981,"S Ellen Jones Elementary Sch",58,55,0,0,0,0
2400,"New Albany-Floyd Co Con Sch",1994,"Chldrn's Acad New Albany Early Lrn",0,0,0,0,0,0
2435,"Attica Consolidated Sch Corp",2053,"Attica High School",0,0,0,0,58,52
2435,"Attica Consolidated Sch Corp",2057,"Attica Elementary School",72,45,56,63,0,0
2440,"Covington Community Sch Corp",2005,"Covington Community High Sch",0,0,0,0,0,0
2440,"Covington Community Sch Corp",2009,"Covington Elementary School",71,77,62,0,0,0
2440,"Covington Community Sch Corp",2013,"Covington Middle School",0,0,0,65,73,91
2455,"Southeast Fountain School Corp",2021,"Southeast Fountain Elementary",64,90,88,79,0,0
2455,"Southeast Fountain School Corp",2022,"Fountain Central High School",0,0,0,0,92,95
2475,"Franklin County Com Sch Corp",2082,"Laurel School",55,40,61,52,52,63
2475,"Franklin County Com Sch Corp",2083,"Franklin County High",0,0,0,0,0,0
2475,"Franklin County Com Sch Corp",2123,"Brookville Middle Sch",0,0,89,105,106,115
2475,"Franklin County Com Sch Corp",2125,"Brookville Elementary School",94,110,0,0,0,0
2475,"Franklin County Com Sch Corp",2127,"Mount Carmel School",55,48,46,44,49,58
2645,"Rochester Community Sch Corp",2173,"Rochester Community High Sch",0,0,0,0,0,0
2645,"Rochester Community Sch Corp",2177,"Rochester Community Md Sch",0,0,0,141,131,133
2645,"Rochester Community Sch Corp",2181,"Columbia Elementary School",0,0,0,0,0,0
2645,"Rochester Community Sch Corp",2185,"George M Riddle Elem School",156,146,130,0,0,0
2650,"Caston School Corporation",2157,"Caston Elementary School",50,54,48,58,0,0
2650,"Caston School Corporation",2159,"Caston Jr-Sr High Sch",0,0,0,0,49,78
2725,"East Gibson School Corporation",2189,"Barton Twp Elementary",10,23,15,20,0,0
2725,"East Gibson School Corporation",2194,"Waldo J Wood Memorial JHS",0,0,0,0,76,69
2725,"East Gibson School Corporation",2201,"Francisco Elementary School",18,17,19,14,0,0
2725,"East Gibson School Corporation",2233,"Waldo J Wood Memorial High",0,0,0,0,0,0
2725,"East Gibson School Corporation",2237,"Oakland City Elementary School",38,26,47,36,0,0
2735,"North Gibson School Corp",2223,"Princeton Comm Intermediate School",164,165,140,0,0,0
2735,"North Gibson School Corp",2225,"Princeton Community Middle",0,0,0,160,148,152
2735,"North Gibson School Corp",2249,"Princeton Comm High Sch",0,0,0,0,0,0
2735,"North Gibson School Corp",2257,"Princeton Comm Primary School",0,0,0,0,0,0
2765,"South Gibson School Corp",2205,"Haubstadt Community School",30,29,41,46,60,52
2765,"South Gibson School Corp",2211,"Gibson Southern High School",0,0,0,0,0,0
2765,"South Gibson School Corp",2214,"Fort Branch Community School",50,57,51,53,50,61
2765,"South Gibson School Corp",2241,"Owensville Community School",45,53,57,53,46,51
2815,"Eastbrook Community Sch Corp",2263,"Eastbrook South Elementary",59,62,48,78,0,0
2815,"Eastbrook Community Sch Corp",2264,"Eastbrook North Elementary",38,49,45,49,0,0
2815,"Eastbrook Community Sch Corp",2291,"Early Childhood Center",0,0,0,0,0,0
2815,"Eastbrook Community Sch Corp",2293,"Eastbrook High School",0,0,0,0,0,0
2815,"Eastbrook Community Sch Corp",2299,"Eastbrook Junior High School",0,0,0,0,140,134
2825,"Madison-Grant United Sch Corp",2321,"Madison-Grant High School",0,0,0,0,0,0
2825,"Madison-Grant United Sch Corp",2328,"Madison-Grant Jr High Sch",0,0,0,0,112,116
2825,"Madison-Grant United Sch Corp",2329,"Park Elementary School",50,50,66,61,0,0
2825,"Madison-Grant United Sch Corp",5037,"Summitville School",35,36,35,34,0,0
2855,"Mississinewa Community School Corp",2333,"Mississinewa High School",0,0,0,0,0,0
2855,"Mississinewa Community School Corp",2335,"R J Baskett Middle School",0,0,0,201,199,229
2855,"Mississinewa Community School Corp",2344,"Westview Elementary School",0,0,0,0,0,0
2855,"Mississinewa Community School Corp",2346,"Northview Elementary School",150,182,182,0,0,0
2865,"Marion Community Schools",2350,"Justice Thurgood Marshall Intrmd",0,0,262,307,0,0
2865,"Marion Community Schools",2351,"Marion High School",0,0,0,0,0,0
2865,"Marion Community Schools",2357,"John L McCulloch Junior High Sch",0,0,0,0,259,270
2865,"Marion Community Schools",2369,"Allen Elementary School",64,64,0,0,0,0
2865,"Marion Community Schools",2393,"John W Kendall Elem School",84,74,0,0,0,0
2865,"Marion Community Schools",2405,"Riverview Elementary School",68,65,0,0,0,0
2865,"Marion Community Schools",2409,"Frances Slocum Elem School",58,78,0,0,0,0
2920,"Bloomfield School District",2417,"Bloomfield Elementary School",69,75,75,75,0,0
2920,"Bloomfield School District",2419,"Bloomfield Jr-Sr High School",0,0,0,0,64,55
2940,"Eastern Greene Schools",2433,"Eastern Greene Elementary School",81,90,0,0,0,0
2940,"Eastern Greene Schools",2435,"Eastern Greene High School",0,0,0,0,0,0
2940,"Eastern Greene Schools",2436,"Eastern Greene Middle School",0,0,109,86,110,104
2950,"Linton-Stockton School Corp",2437,"Linton-Stockton High School",0,0,0,0,0,0
2950,"Linton-Stockton School Corp",2438,"Linton-Stockton Jr High Sch",0,0,0,109,97,117
2950,"Linton-Stockton School Corp",2441,"Linton-Stockton Elementary",110,118,116,0,0,0
2960,"M S D Shakamak Schools",2445,"Shakamak Jr-Sr High Sch",0,0,0,0,61,56
2960,"M S D Shakamak Schools",2449,"Shakamak Elementary School",69,49,72,69,0,0
2980,"White River Valley Sch Dist",2429,"White River Valley Jr/Sr High Sch",0,0,0,0,76,66
2980,"White River Valley Sch Dist",2457,"Lyons Elementary School",20,21,24,27,0,0
2980,"White River Valley Sch Dist",2460,"Worthington Elementary School",29,38,45,36,0,0
3005,"Hamilton Southeastern Schools",2466,"Brooks School Elementary",148,166,0,0,0,0
3005,"Hamilton Southeastern Schools",2468,"New Britton Elementary School",120,143,0,0,0,0
3005,"Hamilton Southeastern Schools",2469,"Fishers Elementary School",89,95,0,0,0,0
3005,"Hamilton Southeastern Schools",2470,"Cumberland Road Elem School",144,127,0,0,0,0
3005,"Hamilton Southeastern Schools",2471,"Hoosier Road Elementary School",160,160,0,0,0,0
3005,"Hamilton Southeastern Schools",2473,"Fall Creek Elementary School",147,182,0,0,0,0
3005,"Hamilton Southeastern Schools",2474,"Geist Elementary School",178,159,0,0,0,0
3005,"Hamilton Southeastern Schools",2475,"Lantern Road Elementary Sch",116,116,0,0,0,0
3005,"Hamilton Southeastern Schools",2476,"Fishers Junior High School",0,0,0,0,511,542
3005,"Hamilton Southeastern Schools",2479,"Sand Creek Intermediate School",0,0,530,540,0,0
3005,"Hamilton Southeastern Schools",2481,"Harrison Parkway Elem School",128,131,0,0,0,0
3005,"Hamilton Southeastern Schools",2482,"Sand Creek Elementary",177,150,1,0,0,0
3005,"Hamilton Southeastern Schools",2483,"Thorpe Creek Elementary",162,158,0,0,0,0
3005,"Hamilton Southeastern Schools",2485,"Fall Creek Intermediate Sch",0,0,563,605,0,0
3005,"Hamilton Southeastern Schools",2487,"Fishers High School",0,0,0,0,0,0
3005,"Hamilton Southeastern Schools",2489,"Hamilton Southeastern Jr High Sch",0,0,0,0,587,599
3005,"Hamilton Southeastern Schools",2490,"Riverside Jr High",0,0,0,0,470,509
3005,"Hamilton Southeastern Schools",2497,"Durbin Elementary School",78,71,0,0,0,0
3005,"Hamilton Southeastern Schools",2499,"Hamilton Southeastern HS",0,0,0,0,0,0
3005,"Hamilton Southeastern Schools",2500,"Riverside Intermediate School",0,0,482,509,0,0
3025,"Hamilton Heights School Corp",2477,"Hamilton Heights High School",0,0,0,0,0,0
3025,"Hamilton Heights School Corp",2478,"Hamilton Heights Elem School",164,182,186,0,0,0
3025,"Hamilton Heights School Corp",2501,"Hamilton Heights Middle Sch",0,0,0,183,181,182
3025,"Hamilton Heights School Corp",2502,"Hamilton Heights Primary School",0,0,0,0,0,0
3030,"Westfield-Washington Schools",2491,"Westfield Middle School",0,0,0,1,501,573
3030,"Westfield-Washington Schools",2492,"Shamrock Springs Elementary Sch",82,91,0,0,0,0
3030,"Westfield-Washington Schools",2493,"Westfield High School",0,0,0,0,0,0
3030,"Westfield-Washington Schools",2494,"Carey Ridge Elementary Sch",81,95,0,0,0,0
3030,"Westfield-Washington Schools",2495,"Washington Woods Elementary School",78,89,0,0,0,0
3030,"Westfield-Washington Schools",2496,"Oak Trace Elementary Sch",109,121,0,0,0,0
3030,"Westfield-Washington Schools",2498,"Monon Trail Elementary School",45,50,0,0,0,0
3030,"Westfield-Washington Schools",2503,"Westfield Intermediate School",0,0,531,517,0,0
3030,"Westfield-Washington Schools",2504,"Maple Glen Elementary",107,126,0,0,0,0
3055,"Sheridan Community Schools",2463,"Sheridan High School",0,0,0,0,0,0
3055,"Sheridan Community Schools",2465,"Sheridan Elementary School",73,78,78,0,0,0
3055,"Sheridan Community Schools",6780,"Sheridan Middle School",0,0,0,75,90,79
3060,"Carmel Clay Schools",2505,"Carmel High School",0,0,0,0,0,0
3060,"Carmel Clay Schools",2506,"Clay Middle School",0,0,0,406,432,371
3060,"Carmel Clay Schools",2507,"Woodbrook Elementary School",90,103,92,0,0,0
3060,"Carmel Clay Schools",2508,"Cherry Tree Elementary School",124,119,130,0,0,0
3060,"Carmel Clay Schools",2509,"Carmel Elementary School",77,99,79,0,0,0
3060,"Carmel Clay Schools",2510,"College Wood Elementary Sch",124,136,111,0,0,0
3060,"Carmel Clay Schools",2511,"Carmel Middle School",0,0,0,364,397,407
3060,"Carmel Clay Schools",2512,"Smoky Row Elementary Sch",106,127,114,0,0,0
3060,"Carmel Clay Schools",2513,"Orchard Park Elementary Sch",97,118,124,0,0,0
3060,"Carmel Clay Schools",2515,"Prairie Trace Elementary Sch",131,95,122,0,0,0
3060,"Carmel Clay Schools",2516,"Mohawk Trails Elementary Sch",99,103,104,0,0,0
3060,"Carmel Clay Schools",2518,"Forest Dale Elementary School",129,114,123,0,0,0
3060,"Carmel Clay Schools",2520,"Creekside Middle School",0,0,0,525,518,467
3060,"Carmel Clay Schools",2522,"Towne Meadow Elementary Sch",139,137,150,0,0,0
3060,"Carmel Clay Schools",2526,"West Clay Elementary",119,132,139,0,0,0
3070,"Noblesville Schools",2514,"MOSAICS School",1,1,0,6,5,3
3070,"Noblesville Schools",2517,"Noblesville High School",0,0,0,0,0,0
3070,"Noblesville Schools",2521,"Noblesville East Middle School",0,0,0,361,320,340
3070,"Noblesville Schools",2523,"Hinkle Creek Elementary Sch",139,163,169,0,0,0
3070,"Noblesville Schools",2529,"North Elementary School",81,71,84,0,0,0
3070,"Noblesville Schools",2533,"Stony Creek Elementary School",96,117,96,0,0,0
3070,"Noblesville Schools",2537,"Noble Crossing Elementary School",99,119,99,0,0,0
3070,"Noblesville Schools",2538,"Hazel Dell Elementary School",149,97,110,0,0,0
3070,"Noblesville Schools",2539,"Promise Road Elementary",126,95,91,0,0,0
3070,"Noblesville Schools",2542,"Noblesville West Middle School",0,0,0,435,446,396
3070,"Noblesville Schools",2547,"White River Elementary School",98,114,99,0,0,0
3115,"Southern Hancock Co Com Sch Corp",2563,"Brandywine Elementary School",41,38,45,45,0,0
3115,"Southern Hancock Co Com Sch Corp",2564,"New Palestine Elementary School",78,79,85,101,0,0
3115,"Southern Hancock Co Com Sch Corp",2565,"New Palestine High School",0,0,0,0,0,0
3115,"Southern Hancock Co Com Sch Corp",2566,"Doe Creek Middle School",0,0,0,0,274,264
3115,"Southern Hancock Co Com Sch Corp",2567,"Sugar Creek Elementary Sch",98,108,109,114,0,0
3125,"Greenfield-Central Com Schools",2577,"Maxwell Intermediate School",0,162,161,169,0,0
3125,"Greenfield-Central Com Schools",2579,"Greenfield Central Junior High Sch",0,0,0,0,387,370
3125,"Greenfield-Central Com Schools",2581,"Eden Elementary School",60,0,0,0,0,0
3125,"Greenfield-Central Com Schools",2588,"J B Stephens Elementary School",122,0,0,0,0,0
3125,"Greenfield-Central Com Schools",2593,"Greenfield Intermediate School",0,179,168,150,0,0
3125,"Greenfield-Central Com Schools",2595,"Greenfield-Central High Sch",0,0,0,0,0,0
3125,"Greenfield-Central Com Schools",2597,"Harris Elementary School",97,0,0,0,0,0
3125,"Greenfield-Central Com Schools",2609,"Weston Elementary School",87,0,0,0,0,0
3135,"Mt Vernon Community Sch Corp",2558,"Fortville Elementary School",82,86,83,0,0,0
3135,"Mt Vernon Community Sch Corp",2559,"Mt Vernon Middle School",0,0,0,269,290,316
3135,"Mt Vernon Community Sch Corp",2561,"Mt Comfort Elementary School",88,103,96,0,0,0
3135,"Mt Vernon Community Sch Corp",2569,"Mt Vernon High School",0,0,0,0,0,0
3135,"Mt Vernon Community Sch Corp",2570,"McCordsville Elementary School",88,74,91,0,0,0
3145,"Eastern Hancock Co Com Sch Corp",2582,"Eastern Hancock Middle Sch",0,0,0,107,84,104
3145,"Eastern Hancock Co Com Sch Corp",2585,"Eastern Hancock High Sch",0,0,0,0,0,0
3145,"Eastern Hancock Co Com Sch Corp",2586,"Eastern Hancock Elem School",74,84,72,0,0,0
3160,"Lanesville Community School Corp",2611,"Lanesville Elementary School",46,48,51,57,0,0
3160,"Lanesville Community School Corp",2613,"Lanesville Jr-Sr HS",0,0,0,0,48,51
3180,"North Harrison Com School Corp",2621,"Morgan Elementary School",76,95,84,0,0,0
3180,"North Harrison Com School Corp",2625,"North Harrison Middle School",0,0,0,135,189,189
3180,"North Harrison Com School Corp",2629,"North Harrison High School",0,0,0,0,0,0
3180,"North Harrison Com School Corp",2633,"North Harrison Elementary Sch",92,88,101,0,0,0
3190,"South Harrison Com Schools",2640,"Corydon Central High School",0,0,0,0,0,0
3190,"South Harrison Com Schools",2643,"Corydon Central Jr High Sch",0,0,0,0,186,177
3190,"South Harrison Com Schools",2645,"Corydon Elementary School",128,0,0,0,0,0
3190,"South Harrison Com Schools",2649,"New Middletown Elementary School",17,18,18,21,0,0
3190,"South Harrison Com Schools",2653,"Heth-Washington Elem School",25,25,20,29,0,0
3190,"South Harrison Com Schools",2663,"Corydon Intermediate School",0,124,132,138,0,0
3190,"South Harrison Com Schools",2667,"South Central Elementary",49,50,55,0,0,0
3190,"South Harrison Com Schools",2670,"South Central Jr & Sr HS",0,0,0,61,48,57
3295,"North West Hendricks Schools",2682,"Tri-West Middle School",0,0,0,145,164,161
3295,"North West Hendricks Schools",2684,"Pittsboro Primary School",0,0,0,0,0,0
3295,"North West Hendricks Schools",2685,"North Salem Elementary School",33,48,39,0,0,0
3295,"North West Hendricks Schools",2725,"Pittsboro Elementary",97,102,92,0,0,0
3295,"North West Hendricks Schools",2731,"Tri-West Senior High School",0,0,0,0,0,0
3305,"Brownsburg Community Sch Corp",2706,"Brown Elementary Sch",114,97,87,0,0,0
3305,"Brownsburg Community Sch Corp",2707,"Brownsburg Early Childhood Center",0,0,0,0,0,0
3305,"Brownsburg Community Sch Corp",2709,"Brownsburg High School",0,0,0,0,0,0
3305,"Brownsburg Community Sch Corp",2711,"Eagle Elementary Sch",132,125,143,0,0,0
3305,"Brownsburg Community Sch Corp",2713,"Brownsburg West Middle School",0,0,0,264,253,238
3305,"Brownsburg Community Sch Corp",2714,"Reagan Elementary",110,115,103,0,0,0
3305,"Brownsburg Community Sch Corp",2718,"Delaware Trail Elementary School",84,89,78,0,0,0
3305,"Brownsburg Community Sch Corp",2720,"Brownsburg East Middle School",0,0,0,387,408,363
3305,"Brownsburg Community Sch Corp",2723,"White Lick Elementary School",75,106,106,0,0,0
3305,"Brownsburg Community Sch Corp",2727,"Cardinal Elementary Sch",78,99,76,0,0,0
3315,"Avon Community School Corp",2726,"River Birch Elementary",147,168,0,0,0,0
3315,"Avon Community School Corp",2728,"Avon Intermediate School East",0,0,351,315,0,0
3315,"Avon Community School Corp",2729,"Avon Intermediate School West",0,0,348,346,0,0
3315,"Avon Community School Corp",2730,"Avon Middle School North",0,0,0,0,376,325
3315,"Avon Community School Corp",2733,"Maple Elementary Sch",58,67,0,0,0,0
3315,"Avon Community School Corp",2734,"White Oak Elementary School",65,55,0,0,0,0
3315,"Avon Community School Corp",2735,"Sycamore Elementary School",86,89,0,0,0,0
3315,"Avon Community School Corp",2736,"Avon Middle School South",0,0,0,0,398,368
3315,"Avon Community School Corp",2737,"Avon High School",0,0,0,0,0,0
3315,"Avon Community School Corp",2738,"Cedar Elementary School",124,146,0,0,0,0
3315,"Avon Community School Corp",2739,"Pine Tree Elementary School",79,66,0,0,0,0
3315,"Avon Community School Corp",2740,"Hickory Elementary School",105,103,0,0,0,0
3325,"Danville Community School Corp",2721,"North Elementary School",2,2,0,0,0,0
3325,"Danville Community School Corp",2741,"Danville Community High Sch",0,0,0,0,0,0
3325,"Danville Community School Corp",2743,"Danville Middle School",0,3,185,228,220,201
3325,"Danville Community School Corp",2745,"South Elementary School",185,182,0,0,0,0
3330,"Plainfield Community Sch Corp",2748,"Clarks Creek Elementary",136,114,121,0,0,0
3330,"Plainfield Community Sch Corp",2749,"Plainfield High School",0,0,0,0,0,0
3330,"Plainfield Community Sch Corp",2750,"Plainfield Com Middle Sch",0,0,0,416,435,395
3330,"Plainfield Community Sch Corp",2751,"Central Elementary School",93,88,102,0,0,0
3330,"Plainfield Community Sch Corp",2761,"Van Buren Elementary School",96,85,86,0,0,0
3330,"Plainfield Community Sch Corp",2763,"Brentwood Elementary School",85,73,70,0,0,0
3335,"Mill Creek Community Sch Corp",2675,"Mill Creek East Elementary",62,76,63,0,0,0
3335,"Mill Creek Community Sch Corp",2677,"Mill Creek West Elementary",51,40,42,0,0,0
3335,"Mill Creek Community Sch Corp",2687,"Cascade Middle School",0,0,0,109,126,122
3335,"Mill Creek Community Sch Corp",2692,"Cascade Senior High School",0,0,0,0,0,0
3405,"Blue River Valley Schools",2801,"Blue River Valley Jr-Sr HS",0,0,0,0,42,52
3405,"Blue River Valley Schools",2803,"Blue River Valley Elem School",50,46,47,41,0,0
3415,"South Henry School Corp",2773,"Tri Junior-Senior High School",0,0,0,0,59,70
3415,"South Henry School Corp",2777,"Tri-Elementary School",61,54,44,55,0,0
3435,"Shenandoah School Corporation",2815,"Shenandoah Elementary School",108,112,107,0,0,0
3435,"Shenandoah School Corporation",2817,"Shenandoah High School",0,0,0,0,0,0
3435,"Shenandoah School Corporation",2819,"Shenandoah Middle School",0,0,0,106,133,98
3445,"New Castle Community Sch Corp",2825,"New Castle High Sch",0,0,0,0,0,5
3445,"New Castle Community Sch Corp",2829,"New Castle Middle School",0,0,0,0,294,255
3445,"New Castle Community Sch Corp",2832,"Eastwood Elementary School",30,37,25,34,0,0
3445,"New Castle Community Sch Corp",2847,"Parker Elementary School",58,47,55,51,0,0
3445,"New Castle Community Sch Corp",2849,"James Whitcomb Riley Elem School",39,43,45,52,0,0
3445,"New Castle Community Sch Corp",2853,"Sunnyside Elementary School",23,19,19,26,0,0
3445,"New Castle Community Sch Corp",2861,"Westwood Elementary School",40,49,48,51,0,0
3445,"New Castle Community Sch Corp",2865,"Wilbur Wright Elementary School",57,62,58,56,0,0
3455,"C A Beard Memorial School Corp",2869,"Knightstown High School",0,0,0,0,0,0
3455,"C A Beard Memorial School Corp",2870,"Knightstown Intermediate School",0,0,104,97,111,97
3455,"C A Beard Memorial School Corp",2881,"Kennard Elementary School",22,18,0,0,0,0
3455,"C A Beard Memorial School Corp",2887,"Knightstown Elementary School",53,60,0,0,0,0
3455,"C A Beard Memorial School Corp",7261,"Carthage Elementary School",19,15,0,0,0,0
3460,"Taylor Community School Corp",2893,"Taylor Intermediate School",0,91,85,0,0,0
3460,"Taylor Community School Corp",2894,"Taylor High School",0,0,0,0,0,0
3460,"Taylor Community School Corp",2895,"Taylor Primary School",76,0,0,0,0,0
3460,"Taylor Community School Corp",2896,"Taylor Middle School",0,0,0,92,84,115
3470,"Northwestern School Corp",2897,"Northwestern Sr High Sch",0,0,0,0,0,0
3470,"Northwestern School Corp",2904,"Northwestern Elementary Sch",95,102,83,100,0,0
3470,"Northwestern School Corp",2905,"Howard Elementary School",30,38,31,44,0,0
3470,"Northwestern School Corp",2907,"Northwestern Middle School",0,0,0,0,147,137
3480,"Eastern Howard School Corp",2909,"Eastern Elementary School",95,109,129,124,0,0
3480,"Eastern Howard School Corp",2919,"Eastern Jr & Sr High School",0,0,0,0,114,120
3490,"Western School Corp",2921,"Western High School",0,0,0,1,3,3
3490,"Western School Corp",2922,"Western Middle School",0,0,0,213,233,206
3490,"Western School Corp",2923,"Western Intermediate School",187,226,177,3,0,0
3490,"Western School Corp",2935,"Western Primary School",0,0,0,0,0,0
3500,"Kokomo School Corporation",2943,"Sycamore Elementary Sch",102,83,94,0,0,0
3500,"Kokomo School Corporation",2945,"Bon Air Elementary Sch",104,75,72,0,0,0
3500,"Kokomo School Corporation",2947,"Boulevard Elementary School",59,44,36,0,0,0
3500,"Kokomo School Corporation",2951,"Bon Air Middle Sch",0,0,0,93,95,70
3500,"Kokomo School Corporation",2955,"Central Middle School",0,0,0,165,154,111
3500,"Kokomo School Corporation",2961,"Elwood Haynes Elementary School",53,46,69,0,0,0
3500,"Kokomo School Corporation",2963,"Maple Crest Middle Sch",0,0,0,142,227,244
3500,"Kokomo School Corporation",2969,"Lafayette Park Elementary Sch",81,87,98,0,0,0
3500,"Kokomo School Corporation",2993,"Pettit Park School",61,49,56,0,0,0
3500,"Kokomo School Corporation",3005,"Wallace Elementary School",44,24,26,25,0,0
3500,"Kokomo School Corporation",3013,"Kokomo High School",0,0,0,0,0,0
3625,"Huntington Co Com Sch Corp",3021,"Andrews Elementary School",63,69,55,0,0,0
3625,"Huntington Co Com Sch Corp",3025,"Riverview School",0,0,0,225,220,220
3625,"Huntington Co Com Sch Corp",3029,"Roanoke Elementary School",55,46,60,0,0,0
